date,division,pdsi
1977-03-01,8,3.25
1977-04-01,8,3.09
1977-05-01,8,3.82
1977-06-01,8,3.45
1977-07-01,8,3.73
1977-08-01,8,4.56
1977-09-01,8,5.05
1977-10-01,8,5.18
1977-11-01,8,5.01
1977-12-01,8,5.02
1978-01-01,8,4.47
1978-02-01,8,4.57
1978-03-01,8,3.81
1978-04-01,8,4.71
1978-05-01,8,4.58
1978-06-01,8,3.86
1978-07-01,8,4.5
1978-08-01,8,4.53
1978-09-01,8,-0.45
1978-10-01,8,-0.93
1978-11-01,8,-0.87
1978-12-01,8,-0.82
1979-01-01,8,-0.34
1979-02-01,8,-0.63
1979-03-01,8,-0.43
1979-04-01,8,-0.52
1979-05-01,8,-0.68
1979-06-01,8,0.45
1979-07-01,8,1.06
1979-08-01,8,1.17
1979-09-01,8,0.76
1979-10-01,8,1.32
1979-11-01,8,1.31
1979-12-01,8,-0.29
1980-01-01,8,-0.41
1980-02-01,8,-0.57
1980-03-01,8,-0.49
1980-04-01,8,-1.31
1980-05-01,8,-2.13
1980-06-01,8,-2.68
1980-07-01,8,-3.63
1980-08-01,8,-2.64
1980-09-01,8,-3.16
1980-10-01,8,-2.22
1980-11-01,8,-2.33
1980-12-01,8,-1.88
1981-01-01,8,-2.02
1981-02-01,8,-2.21
1981-03-01,8,-2.3
1981-04-01,8,-3.4
1981-05-01,8,-3.18
1981-06-01,8,-3.63
1981-07-01,8,0.76
1981-08-01,8,0.86
1981-09-01,8,0.02
1981-10-01,8,0.67
1981-11-01,8,0.64
1981-12-01,8,0.99
1982-01-01,8,1.16
1982-02-01,8,-0.31
1982-03-01,8,-0.02
1982-04-01,8,-0.3
1982-05-01,8,2.12
1982-06-01,8,2.41
1982-07-01,8,3.43
1982-08-01,8,3.91
1982-09-01,8,4.27
1982-10-01,8,5.84
1982-11-01,8,5.78
1982-12-01,8,5.6
1983-01-01,8,5.07
1983-02-01,8,4.49
1983-03-01,8,5.13
1983-04-01,8,5.14
1983-05-01,8,5.62
1983-06-01,8,5.83
1983-07-01,8,6.45
1983-08-01,8,5.79
1983-09-01,8,4.82
1983-10-01,8,4.24
1983-11-01,8,4.64
1983-12-01,8,4.52
1984-01-01,8,3.89
1984-02-01,8,3.62
1984-03-01,8,3.48
1984-04-01,8,4.2
1984-05-01,8,3.86
1984-06-01,8,3.56
1984-07-01,8,4.34
1984-08-01,8,4.13
1984-09-01,8,3.61
1984-10-01,8,3.52
1984-11-01,8,-0.16
1984-12-01,8,-0.41
1985-01-01,8,0.0
1985-02-01,8,-0.36
1985-03-01,8,-0.64
1985-04-01,8,-1.13
1985-05-01,8,-2.53
1985-06-01,8,-3.05
1985-07-01,8,-3.23
1985-08-01,8,0.52
1985-09-01,8,1.22
1985-10-01,8,0.99
1985-11-01,8,2.0
1985-12-01,8,1.83
1986-01-01,8,1.7
1986-02-01,8,1.53
1986-03-01,8,1.63
1986-04-01,8,2.76
1986-05-01,8,2.8
1986-06-01,8,3.2
1986-07-01,8,3.68
1986-08-01,8,3.69
1986-09-01,8,5.32
1986-10-01,8,5.2
1986-11-01,8,4.96
1986-12-01,8,4.27
1987-01-01,8,3.74
1987-02-01,8,4.34
1987-03-01,8,6.08
1987-04-01,8,-0.66
1987-05-01,8,-0.58
1987-06-01,8,-1.21
1987-07-01,8,-0.85
1987-08-01,8,-0.6
1987-09-01,8,-0.7
1987-10-01,8,-0.88
1987-11-01,8,0.01
1987-12-01,8,0.58
1988-01-01,8,0.85
1988-02-01,8,0.77
1988-03-01,8,0.6
1988-04-01,8,0.37
1988-05-01,8,1.15
1988-06-01,8,-0.1
1988-07-01,8,-0.18
1988-08-01,8,-0.81
1988-09-01,8,-0.24
1988-10-01,8,-0.74
1988-11-01,8,-0.78
1988-12-01,8,-0.78
1989-01-01,8,-1.11
1989-02-01,8,-1.19
1989-03-01,8,-1.32
1989-04-01,8,-1.96
1989-05-01,8,-2.87
1989-06-01,8,-3.78
1989-07-01,8,-4.13
1989-08-01,8,-4.43
1989-09-01,8,0.66
1989-10-01,8,-0.39
1989-11-01,8,-0.61
1989-12-01,8,-0.24
1990-01-01,8,-0.57
1990-02-01,8,-0.71
1990-03-01,8,-0.58
1990-04-01,8,-0.74
1990-05-01,8,1.02
1990-06-01,8,1.21
1990-07-01,8,2.24
1990-08-01,8,2.49
1990-09-01,8,-0.67
1990-10-01,8,-0.79
1990-11-01,8,-1.14
1990-12-01,8,-1.08
1991-01-01,8,-1.18
1991-02-01,8,-0.86
1991-03-01,8,-1.19
1991-04-01,8,0.1
1991-05-01,8,1.62
1991-06-01,8,2.07
1991-07-01,8,1.87
1991-08-01,8,1.45
1991-09-01,8,1.02
1991-10-01,8,1.49
1991-11-01,8,1.93
1991-12-01,8,1.44
1992-01-01,8,1.68
1992-02-01,8,1.64
1992-03-01,8,1.57
1992-04-01,8,-0.49
1992-05-01,8,-1.61
1992-06-01,8,0.25
1992-07-01,8,1.77
1992-08-01,8,2.48
1992-09-01,8,2.48
1992-10-01,8,1.77
1992-11-01,8,1.9
1992-12-01,8,1.54
1993-01-01,8,1.43
1993-02-01,8,1.76
1993-03-01,8,1.31
1993-04-01,8,2.1
1993-05-01,8,1.72
1993-06-01,8,2.8
1993-07-01,8,3.97
1993-08-01,8,4.51
1993-09-01,8,5.13
1993-10-01,8,4.53
1993-11-01,8,4.79
1993-12-01,8,4.63
1994-01-01,8,4.51
1994-02-01,8,4.39
1994-03-01,8,3.42
1994-04-01,8,3.27
1994-05-01,8,2.12
1994-06-01,8,2.48
1994-07-01,8,3.09
1994-08-01,8,3.83
1994-09-01,8,3.35
1994-10-01,8,3.41
1994-11-01,8,3.07
1994-12-01,8,2.83
1995-01-01,8,2.37
1995-02-01,8,2.08
1995-03-01,8,2.21
1995-04-01,8,3.75
1995-05-01,8,5.37
1995-06-01,8,5.29
1995-07-01,8,5.16
1995-08-01,8,4.33
1995-09-01,8,4.33
1995-10-01,8,5.95
1995-11-01,8,5.6
1995-12-01,8,5.03
1996-01-01,8,5.09
1996-02-01,8,4.59
1996-03-01,8,4.23
1996-04-01,8,3.67
1996-05-01,8,5.08
1996-06-01,8,4.03
1996-07-01,8,3.54
1996-08-01,8,2.66
1996-09-01,8,4.98
1996-10-01,8,5.45
1996-11-01,8,5.3
1996-12-01,8,5.33
1997-01-01,8,5.47
1997-02-01,8,5.49
1997-03-01,8,4.61
1997-04-01,8,5.39
1997-05-01,8,5.06
1997-06-01,8,5.31
1997-07-01,8,6.54
1997-08-01,8,6.82
1997-09-01,8,6.37
1997-10-01,8,6.46
1997-11-01,8,5.71
1997-12-01,8,4.97
1998-01-01,8,4.44
1998-02-01,8,3.85
1998-03-01,8,4.2
1998-04-01,8,3.33
1998-05-01,8,2.89
1998-06-01,8,3.89
1998-07-01,8,5.19
1998-08-01,8,5.41
1998-09-01,8,4.55
1998-10-01,8,6.6
1998-11-01,8,6.6
1998-12-01,8,5.94
1999-01-01,8,5.53
1999-02-01,8,5.12
1999-03-01,8,4.49
1999-04-01,8,5.34
1999-05-01,8,5.5
1999-06-01,8,5.83
1999-07-01,8,5.74
1999-08-01,8,5.71
1999-09-01,8,6.56
1999-10-01,8,-0.38
1999-11-01,8,-0.98
1999-12-01,8,-1.09
2000-01-01,8,-0.97
2000-02-01,8,-0.81
2000-03-01,8,-1.48
2000-04-01,8,-1.31
2000-05-01,8,-0.9
2000-06-01,8,-0.86
2000-07-01,8,-0.96
2000-08-01,8,-1.96
2000-09-01,8,-2.54
2000-10-01,8,0.41
2000-11-01,8,0.72
2000-12-01,8,0.62
2001-01-01,8,1.14
2001-02-01,8,1.25
2001-03-01,8,0.76
2001-04-01,8,2.41
2001-05-01,8,2.4
2001-06-01,8,2.2
2001-07-01,8,3.03
2001-08-01,8,-0.57
2001-09-01,8,0.47
2001-10-01,8,0.05
2001-11-01,8,0.46
2001-12-01,8,-0.36
2002-01-01,8,-0.59
2002-02-01,8,-0.85
2002-03-01,8,-0.96
2002-04-01,8,-1.3
2002-05-01,8,-1.51
2002-06-01,8,-2.93
2002-07-01,8,-4.32
2002-08-01,8,-3.68
2002-09-01,8,-3.11
2002-10-01,8,-2.39
2002-11-01,8,-2.57
2002-12-01,8,-2.65
2003-01-01,8,-2.34
2003-02-01,8,-2.16
2003-03-01,8,-2.37
2003-04-01,8,-2.17
2003-05-01,8,-2.0
2003-06-01,8,-1.74
2003-07-01,8,-2.13
2003-08-01,8,-2.83
2003-09-01,8,-3.12
2003-10-01,8,-3.23
2003-11-01,8,-2.72
2003-12-01,8,-2.61
2004-01-01,8,-2.55
2004-02-01,8,-2.43
2004-03-01,8,-1.87
2004-04-01,8,-2.54
2004-05-01,8,-2.14
2004-06-01,8,-1.95
2004-07-01,8,-2.07
2004-08-01,8,-2.14
2004-09-01,8,1.09
2004-10-01,8,1.68
2004-11-01,8,-0.17
2004-12-01,8,-0.52
2005-01-01,8,-0.5
2005-02-01,8,-0.71
2005-03-01,8,-0.91
2005-04-01,8,0.94
2005-05-01,8,1.46
2005-06-01,8,2.83
2005-07-01,8,2.81
2005-08-01,8,-0.11
2005-09-01,8,-0.42
2005-10-01,8,-0.83
2005-11-01,8,-0.74
2005-12-01,8,-0.61
2006-01-01,8,-0.92
2006-02-01,8,-1.05
2006-03-01,8,0.4
2006-04-01,8,0.4
2006-05-01,8,-1.25
2006-06-01,8,-1.78
2006-07-01,8,-3.33
2006-08-01,8,0.11
2006-09-01,8,1.21
2006-10-01,8,0.92
2006-11-01,8,0.69
2006-12-01,8,0.93
2007-01-01,8,0.61
2007-02-01,8,0.88
2007-03-01,8,0.97
2007-04-01,8,1.04
2007-05-01,8,1.81
2007-06-01,8,1.77
2007-07-01,8,0.82
2007-08-01,8,1.86
2007-09-01,8,1.44
2007-10-01,8,3.08
2007-11-01,8,2.36
2007-12-01,8,2.49
2008-01-01,8,2.28
2008-02-01,8,2.06
2008-03-01,8,1.65
2008-04-01,8,1.64
2008-05-01,8,2.17
2008-06-01,8,3.46
2008-07-01,8,3.63
2008-08-01,8,3.15
2008-09-01,8,3.48
2008-10-01,8,3.93
2008-11-01,8,3.9
2008-12-01,8,3.66
2009-01-01,8,3.38
2009-02-01,8,3.69
2009-03-01,8,3.62
2009-04-01,8,3.98
2009-05-01,8,2.8
2009-06-01,8,3.05
2009-07-01,8,4.08
2009-08-01,8,5.62
2009-09-01,8,4.92
2009-10-01,8,6.06
2009-11-01,8,5.1
2009-12-01,8,5.08
2010-01-01,8,4.91
2010-02-01,8,4.61
2010-03-01,8,4.53
2010-04-01,8,4.76
2010-05-01,8,4.53
2010-06-01,8,5.24
2010-07-01,8,5.85
2010-08-01,8,5.71
2010-09-01,8,5.19
2010-10-01,8,4.5
2010-11-01,8,3.76
2010-12-01,8,3.55
2011-01-01,8,3.5
2011-02-01,8,3.9
2011-03-01,8,3.51
2011-04-01,8,3.4
2011-05-01,8,4.01
2011-06-01,8,5.4
2011-07-01,8,6.26
2011-08-01,8,6.9
2011-09-01,8,6.16
2011-10-01,8,5.84
2011-11-01,8,-0.29
2011-12-01,8,-0.44
2012-01-01,8,-0.47
2012-02-01,8,0.62
2012-03-01,8,-1.36
2012-04-01,8,-1.05
2012-05-01,8,-1.62
2012-06-01,8,-2.37
2012-07-01,8,-3.72
2012-08-01,8,-4.58
2012-09-01,8,-5.1
2012-10-01,8,-4.99
2012-11-01,8,-4.95
2012-12-01,8,-4.51
2013-01-01,8,-4.18
2013-02-01,8,0.2
2013-03-01,8,0.06
2013-04-01,8,0.54
2013-05-01,8,1.52
2013-06-01,8,1.42
2013-07-01,8,1.82
2013-08-01,8,2.59
2013-09-01,8,2.02
2013-10-01,8,3.72
2013-11-01,8,3.37
2013-12-01,8,3.33
2014-01-01,8,2.94
2014-02-01,8,2.73
2014-03-01,8,2.25
2014-04-01,8,2.39
2014-05-01,8,2.55
2014-06-01,8,3.44
2014-07-01,8,3.06
2014-08-01,8,4.34
2014-09-01,8,4.08
2014-10-01,8,3.18
2014-11-01,8,2.95
2014-12-01,8,3.23
2015-01-01,8,-0.15
2015-02-01,8,-0.21
2015-03-01,8,-1.29
2015-04-01,8,-1.95
2015-05-01,8,1.19
2015-06-01,8,1.26
2015-07-01,8,1.64
2015-08-01,8,2.38
2015-09-01,8,2.6
2015-10-01,8,2.41
2015-11-01,8,2.74
2015-12-01,8,3.56
2016-01-01,8,3.34
2016-02-01,8,2.91
2016-03-01,8,2.38
2016-04-01,8,3.6
2016-05-01,8,3.57
2016-06-01,8,-0.56
2016-07-01,8,-0.19
2016-08-01,8,-0.15
2016-09-01,8,-0.07
2016-10-01,8,-0.26
2016-11-01,8,-0.71
2016-12-01,8,0.63
2017-01-01,8,1.05
2017-02-01,8,0.99
2017-03-01,8,-0.51
2017-04-01,8,-0.43
2017-05-01,8,-0.09
2017-06-01,8,-1.2
2017-07-01,8,-1.95
2017-08-01,8,1.5
2017-09-01,8,2.15
2017-10-01,8,1.8
2017-11-01,8,1.25
2017-12-01,8,1.11
2018-01-01,8,1.13
2018-02-01,8,1.16
2018-03-01,8,1.28
2018-04-01,8,1.48
2018-05-01,8,1.16
2018-06-01,8,2.23
2018-07-01,8,3.18
2018-08-01,8,3.49
2018-09-01,8,3.75
2018-10-01,8,4.28
2018-11-01,8,4.05
2018-12-01,8,4.55
2019-01-01,8,4.33
2019-02-01,8,4.29
2019-03-01,8,4.88
2019-04-01,8,4.89
2019-05-01,8,6.91
2019-06-01,8,5.87
2019-07-01,8,7.26
2019-08-01,8,8.84
2019-09-01,8,9.84
2019-10-01,8,9.65
2019-11-01,8,9.36
2019-12-01,8,9.65
2020-01-01,8,8.96
2020-02-01,8,8.18
2020-03-01,8,7.62
2020-04-01,8,6.6
2020-05-01,8,6.37
2020-06-01,8,5.91
2020-07-01,8,6.59
2020-08-01,8,6.48
2020-09-01,8,-0.46
2020-10-01,8,-0.37
2020-11-01,8,-0.78
2020-12-01,8,-0.64
2021-01-01,8,-0.62
2021-02-01,8,-0.49
2021-03-01,8,-0.46
2021-04-01,8,-0.52
2021-05-01,8,-0.83
2021-06-01,8,-2.04
2021-07-01,8,-2.23
2021-08-01,8,-2.47
2021-09-01,8,-1.52
2021-10-01,8,-0.87
2021-11-01,8,-1.4
2021-12-01,8,-0.93
2022-01-01,8,-1.13
2022-02-01,8,-1.4
2022-03-01,8,-2.13
2022-04-01,8,-1.66
2022-05-01,8,-1.56
2022-06-01,8,-1.86
2022-07-01,8,-2.04
2022-08-01,8,-2.21
2022-09-01,8,-2.83
2022-10-01,8,-3.01
2022-11-01,8,-2.95
2022-12-01,8,1.22
2023-01-01,8,2.35
2023-02-01,8,2.38
2023-03-01,8,2.13
2023-04-01,8,1.72
2023-05-01,8,1.88
2023-06-01,8,2.09
2023-07-01,8,3.32
2023-08-01,8,4.03
2023-09-01,8,4.44
2023-10-01,8,6.05
2023-11-01,8,5.38
2023-12-01,8,5.58
2024-01-01,8,5.29
2024-02-01,8,5.0
2024-03-01,8,4.52
2024-04-01,8,5.4
2024-05-01,8,4.67
2024-06-01,8,5.13
2024-07-01,8,4.91
2024-08-01,8,-0.02
2024-09-01,8,-1.1
2024-10-01,8,-1.94
2024-11-01,8,-1.63
2024-12-01,8,-1.47
2025-01-01,8,-1.4
2025-02-01,8,-1.55
2025-03-01,8,-1.76
2025-04-01,8,0.08
2025-05-01,8,0.72
2025-06-01,8,0.34
2025-07-01,8,0.58
2025-08-01,8,0.72
2025-09-01,8,1.56
2025-10-01,8,-0.36
2025-11-01,8,-0.67
2025-12-01,8,-0.82
2026-01-01,8,-0.82
2026-02-01,8,-1.29
2026-03-01,8,-2.48
2026-04-01,8,-2.51
2026-05-01,8,-3.34
2026-06-01,8,-2.86
2026-07-01,8,-3.27
2026-08-01,8,
2026-09-01,8,
2026-10-01,8,
2026-11-01,8,
2026-12-01,8,
